,job_id,job_title,company,location,senority,posted_time,employment_type,scrape_time,search_query,search_location
732,732,Data Analyst,The Job Network,"Los Angeles, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
733,733,Enterprise Data Analyst,Jobs Interviewing Now from MJH,"Oxnard, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
734,734,Biomedical Laboratory Officer,Amgen,"Thousand Oaks, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
735,735,Global Safety Sr Mgr - Combination Products,Department Of Navy,"Barstow, CA, US",,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
736,736,Operations Research,Cenergy International Services,"Rosemead, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
737,737,Data Analyst,Staffigo,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
738,738,Junior Data Analyst,Harnham,"Los Angeles, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
739,739,SENIOR MACHINE LEARNING ENGINEER,The Job Network,"Torrance, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
740,740,Data Scientist,Jobs Interviewing Now from MJH,"Riverside, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
741,741,Biomedical Laboratory Officer,Department Of Navy,"Twentynine Palms, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
742,742,Operations Research,Cenergy International Services,"Rosemead, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
743,743,Data Analyst,Staffigo,"Pasadena, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
744,744,Junior Data Analyst,The Job Network,"Los Angeles, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
745,745,Sr Data Analyst,Jobs Interviewing Now from MJH,"Moreno Valley, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
746,746,Biomedical Laboratory Officer,Harnham,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
747,747,Director of Machine Learning & Computer Vision,Department Of Navy,"Corona, CA, US",Director,Posted 2 months ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
748,748,Operations Research,Cenergy International Services,"Rosemead, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
749,749,Data Analyst,Staffigo,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
750,750,Junior Data Analyst,The Job Network,"Burbank, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
751,751,Senior Data Analyst,Jobs Interviewing Now from MJH,"Hemet, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
752,752,Biomedical Laboratory Officer,Department Of Navy,"Point Mugu, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
753,753,Operations Research,Cenergy International Services,"Irwindale, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
754,754,Data Analyst,Staffigo,"Anaheim, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
755,755,Data Analyst,The Job Network,"Los Angeles, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
756,756,Senior Data Analyst,Jobs Interviewing Now from MJH,"Ontario, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
757,757,Biomedical Laboratory Officer,Department Of Navy,"Port Hueneme, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
758,758,Operations Research,Cenergy International Services,"Irwindale, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
759,759,Data Analyst,Staffigo,"Irvine, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
760,760,Junior Data Analyst,Jobs Interviewing Now from MJH,"Victorville, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
761,761,Biomedical Laboratory Officer,The Job Network,"Irvine, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
762,762,Power BI Developer / Data Scientist.,Cenergy International Services,"Irwindale, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
763,763,Data Analyst,Staffigo,"Santa Monica, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
764,764,Junior Data Analyst,Jobs Interviewing Now from MJH,"San Bernardino, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
765,765,Biomedical Laboratory Officer,The Job Network,"Redlands, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
766,766,Product Manager  -  Spatial Analytics & Data Science,Cenergy International Services,"Irwindale, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
767,767,Data Analyst,Staffigo,"Irvine, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
768,768,Junior Data Analyst,Jobs Interviewing Now from MJH,"Fontana, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
769,769,Biomedical Laboratory Officer,The Job Network,"Costa Mesa, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
770,770,Big Data Engineer,Cenergy International Services,"Irwindale, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
771,771,Data Analyst,Staffigo,"Irvine, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
772,772,Data Analyst,The Job Network,Remote,Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
773,773,Remote Big Data/Security Engineer,Cenergy International Services,"Irwindale, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
774,774,Data Analyst,Staffigo,"Santa Ana, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
775,775,Junior Data Analyst,The Job Network,"Torrance, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
776,776,"Data Scientist  - Long - Term Contract; Torrance, CA",Cenergy International Services,"Pomona, CA, US",Entry level,Posted 3 days ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
777,777,SAS Data Analyst,Staffigo,"Santa Ana, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
778,778,Data Analyst,The Job Network,"Santa Monica, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
779,779,AWS Big Data Engineer,Cenergy International Services,"Pomona, CA, US",Entry level,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
780,780,SAS Data Analyst,Staffigo,"Anaheim, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
781,781,Junior Data Analyst,Cenergy International Services,"Pomona, CA, US",Associate,Posted 3 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
782,782,SAS Data Analyst,The Job Network,"Los Angeles, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
783,783,Java Big Data Engineer,Staffigo,"Pasadena, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
784,784,Data Analyst - Junior,Cenergy International Services,"Pomona, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
785,785,SAS Data Analyst,Staffigo,"Los Angeles, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
786,786,Data Analyst - Junior,The Job Network,"Fountain Valley, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
787,787,Sr. Big Data Developer No C2C,Cenergy International Services,"Pomona, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
788,788,SAS Data Analyst,Staffigo,"Santa Monica, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
789,789,Data Analyst - Junior,The Job Network,"Santa Monica, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
790,790,Sr Big Data Engineer  -  2 Positions,Cenergy International Services,"Pomona, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
791,791,SAS Data Analyst,Staffigo,"Irvine, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
792,792,Data Analyst - Junior,The Job Network,"Redlands, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
793,793,Software Development Engineer in Test (SDET) – Graph Database Engineer and Network Analysis,Cenergy International Services,"Los Angeles, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
794,794,Jr. Data Analyst -Los Angeles County,Staffigo,"Anaheim, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
795,795,Data Analyst - Junior,Staffigo,"Santa Ana, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
796,796,Data Analyst - Junior,Staffigo,"Los Angeles, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
797,797,Data Analyst – Junior,Staffigo,"Santa Monica, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
798,798,Data Analyst – Junior,Staffigo,"Pasadena, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
799,799,Data Analyst – Junior,Staffigo,"Santa Ana, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
800,800,Data Analyst – Junior,Staffigo,"Anaheim, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
801,801,Data Analyst – Junior,Staffigo,"Irvine, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
802,802,Data Analyst – Junior,,,Associate,,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
