,job_id,job_title,company,location,senority,posted_time,employment_type,scrape_time,search_query,search_location
165,165,Data Analyst II (Healthcare Analytics),Centene Corporation,"Woodland Hills, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
166,166,Data Scientist,Evolus,"Newport Beach, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
167,167,Business Data Analyst,"Agile Sourcing Partners, Inc.","Corona, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
168,168,Product Data Analyst,Stamps.com,"El Segundo, CA, US",Entry level,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
169,169,Health Information Data Analyst,Clinicas Del Camino Real Inc,"Camarillo, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
170,170,Data Analyst II - Operations,San Manuel Casino,"Highland, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
171,171,Data Scientist,Cypress HCM,"Costa Mesa, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
172,172,Specialist IS Analyst – Data Scientist (JP6855),"3 Key Consulting, Inc.","Thousand Oaks, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
173,173,Senior Data Analyst,My Lucky Day,"Los Angeles, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
174,174,Marketing Data Analyst,VelvetJobs,"Santa Ana, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
175,175,Sr. Data Analyst/Software Developer,Anser Advisory,"Pomona, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
176,176,Tech Consulting Manager - Cloud Big Data Engineer,EY,"Los Angeles, CA, US",,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
177,177,Remote Big Data/Security Analyst - 20-01404,Infinity Consulting Solutions,"Burbank, CA, US",Associate,Posted 1 week ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
178,178,Data Scientist,ConsultNet,"Irvine, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
179,179,"Data Analyst, Predictive Analytics",Internet Brands,"Los Angeles, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
180,180,Automotive Data Analyst,MotorTrend Group,"El Segundo, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
181,181,EAM Data Analyst,Microdesk,"Los Angeles, CA, US",,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
182,182,Data Analyst (Core Banking) -Gardena,PowerMind Solutions LTD,"Gardena, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
183,183,Data Analyst - Full-time,Creative Circle,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
184,184,Data Scientist,Agoda,"Los Angeles, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
185,185,Law And Justice Data Analyst Contract,Arrowhead Regional Medical Center,"San Bernardino, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
186,186,Radar Telemetry Data Analyst,L3Harris Technologies,"Anaheim, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
187,187,Data Scientist,Blue Icy Water,"Torrance, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
188,188,Data Scientist,Advanced Bio-Logic Solutions Corp.,"Thousand Oaks, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
189,189,Senior Data Analyst,Lucky Day,"Los Angeles, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
190,190,Healthcare Data Analyst I,IEHP,"Rancho Cucamonga, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
191,191,Senior Strategic Data Analyst,Brady Corporation,"Valencia, CA, US",Associate,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
192,192,Financial Data Analyst,JBCconnect | Creative Technology Talent,"Los Angeles, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
193,193,Senior Research Data Scientist,NASA Jet Propulsion Laboratory,"Pasadena, California, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
194,194,Lead Data Scientist,"Cercacor Laboratories, Inc.","Irvine, California",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
195,195,Data Scientist - HCI,SCAN Health Plan,"Long Beach, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
196,196,Senior Data Scientist,Blizzard Entertainment,"Irvine, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
197,197,"Data Analyst (Orange County, CA)","TekCom Resources, Inc","Irvine, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
198,198,Data Scientist,"Nexstar Media Group, Inc.","Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
199,199,Data Analyst with on ERP,LEAPROS™ Workforce Solutions,"Los Angeles, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
200,200,Sr Data Analyst,OpenX,"Pasadena, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
201,201,Big Data Engineer/Architect,KloudOne,Los Angeles Metropolitan Area,,Posted 1 week ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
202,202,Associate Data Scientist (Sales Engineering),Factual Inc,Greater Los Angeles Area,Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
203,203,Product Manager,Tinder,Los Angeles Metropolitan Area,Associate,Posted 1 hour ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
204,204,"Solutions Architect, Data Scientist",Onica,"Irvine, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
205,205,Public Policy Data Analyst (Community Safety),San Bernardino County HR,"San Bernardino, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
206,206,Support Services Data Analyst,Aveanna Healthcare,"Seal Beach, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
207,207,Data Scientist II,UST Global,"Woodland Hills, CA, US",Entry level,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
208,208,Data Scientist,Strategic Employment Partners (SEP),"Irvine, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
209,209,Operations Data Analyst,Thrive Market,"Los Angeles, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
210,210,Financial Data Analyst -Santa Monica,Alpha Technologies,"Santa Monica, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
211,211,Data Scientist - HCI,HealthPlan Services,"Long Beach, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
212,212,Data Scientist,D Cube Analytics,"Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
213,213,Business Analyst,Joybird,"Commerce, CA, US",Associate,Posted 5 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
214,214,Data Engineer,ringDNA,"Sherman Oaks, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
215,215,"Scientist 2, Data Analytics",C.A.G Arete,"Northridge, CA, US",Entry level,Posted 5 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
216,216,CRA Data Analyst,Citizens Business Bank,"Ontario, California, United States",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
217,217,Data Engineer/ Apache Spark/ Spark/ Big Data/ Python/SQL,Bitwise Inc,"Santa Monica, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
218,218,Data Scientist,Delta Computer Group,"Torrance, CA, US",Entry level,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
219,219,Senior Data Scientist,Data Analysis Incorporated,"Los Angeles, California, United States",,Posted 2 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
220,220,Support Services Data Analyst,Pediatria Healthcare for Kids,"Seal Beach, CA, US",Entry level,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
221,221,Senior Data Analyst,First American Title,"Santa Ana, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
222,222,Data Architect,Loma Linda University,"San Bernardino, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
223,223,Data Scientist Media Focus,Hearts & Science,"Los Angeles, California, United States",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
224,224,"Data Analyst, Senior",ClearedJobs.Net,"El Segundo, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
225,225,Senior Data Analyst / Manager,Atrium,"Los Angeles, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
226,226,Senior Data Scientist,System1,"Venice, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
227,227,Big Data Engineer,CoreLogic,"Irvine, California, United States",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
228,228,Data Scientist - Nationwide Opportunities,Amazon Web Services (AWS),"Santa Monica, CA, US",,Posted 4 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
229,229,Senior Analytics Engineer (Animation) - Studio Data Science and Engineering,Netflix,"Los Angeles, CA, US",,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
230,230,Head of Data Science,Putnam Recruiting Group,"Los Angeles, California, United States",Director,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
231,231,Senior Data Scientist,Fox Corporation,"Los Angeles, California, United States",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
232,232,Senior Data Scientist,Gallup,"Irvine, California, United States",,Posted 2 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
233,233,JD Edwards Data Analyst,KORE1,"Glendale, CA, US",Entry level,Posted 2 months ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
234,234,Senior IS Data Analyst - Power BI,Providence Health & Services,"Anaheim, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
235,235,Clinical Data Analyst,Healthcare IS,Greater Los Angeles Area,Mid-Senior level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
236,236,Lead Data Scientist,CrowdStrike,"El Segundo, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
237,237,Data Science Manager,"Zenith Consulting, Co., LTD","Los Angeles County, California, United States",Mid-Senior level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
238,238,Data Scientist,Agilisium Consulting,"Thousand Oaks, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
239,239,Senior Data Scientist,Pacific Life,"Newport Beach, CA, US",Mid-Senior level,Posted 16 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
240,240,Interim Data Analyst (Project),Century Group,"Los Angeles, CA, US",Associate,Posted 3 months ago,Temporary,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
241,241,Sr. Data Analyst,JBCStyle Fashion Recruiters,"Los Angeles, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
242,242,Risk Adjustment Data Analyst,"Dynamic Healthcare Systems, Inc.","Santa Ana, CA, US",Entry level,Posted 11 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
243,243,Data Engineer | Big Data,OnPoint Search Consultants,"Los Angeles, California, United States",Mid-Senior level,Posted 6 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
244,244,Senior Data Scientist,Fox Tech,"Los Angeles, CA, US",Associate,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
245,245,Data Scientist -Torrance,UNICON International,"Torrance, CA, US",Entry level,Posted 1 week ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
246,246,Sr. Data Analyst,Dollar Shave Club,"Marina del Rey, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
247,247,Computational Linguist,Google,"Los Angeles, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
248,248,Data Science Analyst w/ TS,Axiologic Solutions LLC,"Carson, CA, US",Entry level,Posted 9 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
249,249,Research Scientist,Caltech,"Pasadena, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
250,250,"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop",CyberCoders,"Santa Monica, CA, US",,Posted 1 day ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
251,251,Actuarial Data Scientist,Rivian,"Irvine, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
252,252,Lead Senior Data Scientist,The Trade Desk,"Irvine, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
253,253,Data Science,TransVoyant,"Los Angeles, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
254,254,"Data Scientist, Analytics - AR/VR Media",Facebook,"Los Angeles, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
255,255,Senior Data Scientist,STRIVR,"Los Angeles, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
256,256,--Scientist--,Infotree Service,"Thousand Oaks, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
257,257,Data Analyst at GH:S Traktor City,join.com,"Los Angeles, CA, US",Entry level,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
258,258,"Scientist 2, Data Analytics",Areté,"Northridge, CA, US",Entry level,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
259,259,HR Data Analyst,Walt Disney Direct-to-Consumer & International,"Burbank, CA, US",Mid-Senior level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
260,260,Physics Data Scientist,"TAE Technologies, Inc","Foothill Ranch, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
261,261,Business Data Analyst - Escrow/Title,ALIGN Executive Search,"Orange, CA, US",Associate,Posted 20 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
262,262,Master Data Analyst,Advanced Sterilization Products (ASP),"Irvine, CA, US",,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
263,263,Data Scientist/Visualization Master,InterMedia Advertising,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
264,264,Senior IS Data Analyst - Power BI,Providence Portland Hospice,"Anaheim, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
265,265,Lead Data Scientist,CitiusTech,"Lake Forest, CA, US",Associate,Posted 8 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
266,266,Scientist- Cell Biologist,MP Biomedicals,"Irvine, California, United States",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
267,267,Sr. Data Scientist,NEXT Trucking,"El Segundo, California, United States",,Posted 5 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
268,268,Sr Data Analyst,Huntington Memorial Library,"Pasadena, CA, US",Associate,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
269,269,"Senior Data Analyst, Accounting",Edwards Lifesciences,"Irvine, CA, US",,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
270,270,"Principal Data Scientist - Telco, Media & Entertainment",Databricks,"Los Angeles, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
271,271,HR Data Analyst,Ensign Services,"San Juan Capistrano, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
272,272,Senior Data Scientist,MediaLab,"Santa Monica, CA, US",Associate,Posted 5 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
273,273,Principal Consultant -Data Analyst/Business Analyst-CAP023696,Genpact,"Irvine, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
274,274,Data Scientist- 27074,"Unicon, Inc.","Torrance, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
275,275,Senior Data Scientist - Mobile Games,Activision,"Santa Monica, CA, US",Mid-Senior level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
276,276,Associate Manager Data Science & Analytics,"Mattel, Inc.","El Segundo, CA, US",,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
277,277,Senior Data Scientist - AI Accelerator,Riot Games,"Los Angeles, CA, US",,Posted 2 days ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
278,278,Sr. Data Analyst # JN -022020-51718,SSI,"Thousand Oaks, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
279,279,"Data Science Analyst, Senior/Data Science Analyst, Principal (GIS Analyst",Orange County Transportation Authority,"Orange, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
280,280,Database Application Analyst,AltaMed Health Services,"Monterey Park, CA, US",Associate,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
281,281,Senior Financial Data Analyst,Alliance Resource,"Orange, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
282,282,Data Scientist III,Columbus Technologies and Services,"Pasadena, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
283,283,Sr. Data Scientist,Trace3,"Irvine, CA, US",Associate,Posted 6 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
284,284,Senior Data Scientist (Bandits),Change.org,"Los Angeles, CA, US",Associate,,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
285,285,Senior Data Analyst with Healthcare Applications,Motion Recruitment,"Irvine, CA, US",Associate,Posted 4 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
286,286,Bioinformatics Specialist,University of Southern California,"Los Angeles, California, United States",,Posted 3 hours ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
287,287,Senior Technical Data Analyst,MyJobHelper.com,"Woodland Hills, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
288,288,Big Data Engineer,Experian,"Costa Mesa, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
289,289,100% Remote Role for Technical - Data Analyst/Programmer III,Group Nine LLC,Remote,,Posted 5 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
290,290,Data Scientist -Newbury Park,3 Key Consulting Inc,"Newbury Park, CA, US",Entry level,Posted 2 days ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
291,291,ERP Administrator & Data Analyst,Performance Machine,"La Palma, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
292,292,Data Scientist; Contract; Torrance CA,Kelly,"Torrance, CA, US",Entry level,Posted 2 weeks ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
293,293,ERP Administrator & Data Analyst,"Motorsport Aftermarket Group, Inc. (MAG)","La Palma, CA, US",Entry level,Posted 5 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
294,294,"Programmer Analyst, Data Science",Houlihan Lokey,"Los Angeles, CA, US",Entry level,Posted 3 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
295,295,Radar Telemetry Data Analyst,Serigor Inc,"Anaheim, CA, US",Entry level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
296,296,Senior Technical Data Analyst,Jobs Interviewing Now from HCS,"Woodland Hills, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
297,297,Big Data Engineer,SynapOne,"Thousand Oaks, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
298,298,Scientist III,Thermo Fisher Scientific,"West Hills, CA, US",,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
299,299,Senior Manager - Data Science,The Walt Disney Company,"Burbank, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
300,300,Lead Senior Data Scientist,The Trade Desk,"Ventura, CA, US",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
301,301,"Senior Business Technology Analyst - Big Data (Los Angeles area, CA)",ZS,"Los Angeles, CA, US",,Posted 1 day ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
302,302,Data Analyst,Live Nation Entertainment,"West Hollywood, California, United States",Associate,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
303,303,"Programmer Analyst /Data Science (SQL, Tableau, Modeling)","Platinum Enterprise Solutions, Inc.","Los Angeles, CA, US",Entry level,Posted 1 month ago,Contract,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
304,304,Senior Technical Data Analyst,Jobs Interviewing Now from MJH,"Woodland Hills, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
305,305,Computer Scientist,Department Of Navy,"Hawthorne, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
306,306,Senior Data Scientist - Mobile Games,Activision Blizzard,"Santa Monica, CA, US",Associate,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
307,307,Data Scientist -Ventura County,iLink Systems,"Ventura, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
308,308,Behavioral Data Science Manager,mPulse Mobile,"Los Angeles, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
309,309,Senior Data Engineer,ReSci (Retention Science),"Santa Monica, CA, US",Associate,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
310,310,Senior Data Engineer,Chipotle Mexican Grill,"Newport Beach, CA, US",Associate,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
311,311,"Director, Data Science",Malakye.com,"Santa Monica, CA, US",Director,Posted 4 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
312,312,Digital Innovation Engineer - Simply Biotech,TalentZök,"Long Beach, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
313,313,Data Analyst - TS/SCI Clearance - California-CA,STI Professional Services,"Los Angeles, CA, US",Entry level,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
314,314,Molecular Genetics Technical Director,Kaiser Permanente,"Los Angeles, CA, US",Director,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
315,315,Data Science Fellow,Insight Data Science,Los Angeles Metropolitan Area,,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
316,316,"UM - Associate Director, Data Science",UM Worldwide,"Los Angeles, CA, US",Director,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
317,317,Big data developer -Los Angeles,"Acadia Technologies, Inc.","Los Angeles, CA, US",Entry level,Posted 1 week ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
318,318,Head of Data,FanAI Inc.,"Santa Monica, California, United States",,Posted 1 month ago,,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
319,319,Senior Manager - Data Science,20th Century Fox Digital via Walton Issacson Agency,"Burbank, CA, US",Mid-Senior level,Posted 2 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
320,320,Telco-Media Data Science Senior Manager,Deloitte,"Los Angeles, CA, US",,Posted 2 months ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
321,321,Looking for _ Big Data Engineer,Quantum Integrators Group LLC,"Anaheim, CA, US",Entry level,Posted 3 weeks ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
322,322,Digital Innovation Engineer - Simply Biotech,Simply Biotech,"Long Beach, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
323,323,Data/DevOps Engineer,Neural Analytics,"Los Angeles, CA, US",Entry level,Posted 1 month ago,Full-time,2020-04-05 22:16:04.007882,data scientist,greater los angeles area
